nombre_grado,centros
Ciencias de la Actividad Física y del Deporte,"Universidad Antonio de Nebrija (Privada) Facultad de CC. de la Vida y de la Naturaleza Campus de La Berzosa C/ del Hostal s/n 28240 Hoyo de Manzanares (Madrid) Tel.: 91 452 11 01/ 900 321 322 www.nebrija.com informa@nebrija.es Universidad Autónoma de Madrid (Pública) Facultad de Formación de Profesorado y Educación Campus Cantoblanco Avda. de Tomás y Valiente, 3 28049 Madrid Tels.: 91 497 86 22 / 64 / 28 41 / 28 45 www.uam.es gestiongrado.fprofesorado@uam.es Universidad Europea de Madrid (Privada) Facultad de Ciencias de la Actividad Física y el Deporte Campus de Villaviciosa de Odón C/ Tajo, s/n. Urbanización El Bosque Edificio D 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.esUniversidad Politécnica de Madrid (Pública) Facultad de Ciencias de la Actividad Física y del Deporte (INEF) Campus Ciudad Universitaria Avda. Martín Fierro, 7 28040 Madrid Tels.: 91 067 78 98 / 79 00 / 79 01 / 79 03 / 79 04 www.inef.upm.es informacion.academica@upm.es Universidad Pontificia Comillas (Privada) Facultad de Ciencias Humanas y Sociales Comillas Cantoblanco C/ Universidad de Comillas, 35 28049 Madrid Tel.: 91 452 28 00 www.comillas.edu grado@comillas.edu Universidad Rey Juan Carlos (Pública) Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares Campus Alcorcón Avda. de Atenas, s/n 28922 Alcorcón (Madrid) Tels.: 91 488 89 17 / 93 93 www.urjc.es alcorcon.secretariadealumnos@urjc.es"
Gestión Deportiva,"Universidad Europea de Madrid (Privada) Facultad de Ciencias de la Actividad Física y el Deporte Campus de Villaviciosa de Odón C/ Tajo, s/n. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es"
"Ciencias del Trabajo, Relaciones Laborales y Recursos Humanos","Universidad a Distancia de MadridUDIMA (Privada) Facultad CC. Jurídicas Ctra. de La Coruña, Km. 38,500 Vía de Servicio A6, 15 28400 Collado Villalba (Madrid) Tels.: 91 189 69 99 / 91 856 16 99 / 902 02 00 03 www.udima.es informa@udima.es"
Relaciones Laborales y Recursos Humanos,"Universidad Complutense de Madrid (Pública) Facultad de Derecho Campus de Moncloa Avda. Complutense, s/n Ciudad Universitaria 28040 Madrid Tel.: 91 394 54 28 www.ucm.es gradorrll@ucm.esUniversidad Rey Juan Carlos (Pública) Facultad de Ciencias Jurídicas y Políticas Campus Madrid Paseo Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 78 00 / 70 27 / 70 28 www.urjc.es fcjs.secretariaacademica@urjc.es Facultad de Ciencias Jurídicas y Políticas Campus de Alcorcón Avda. de Atenas, s/n 28922 Alcorcón (Madrid) Tels.: 91 488 89 17 / 91 488 00 00 www.urjc.es fcjs.secretariaacademica@urjc.es"
Relaciones Labores y Empleo,"Universidad Carlos III de Madrid (Pública) Facultad de Ciencias Sociales y Jurídicas C/ Madrid, 126 28903 Getafe (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es"
Ciencias Políticas,"Universidad Carlos III de Madrid (Pública) (español o bilingüe) Facultad de Ciencias Sociales y Jurídicas Campus de Getafe C/ Madrid, 126 28903 Getafe (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Complutense de Madrid (Pública) Facultad de Ciencias Políticas y Sociología Campus Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 394 29 60 www.ucm.es inforoir@ucm.esUniversidad Europea de Madrid (Privada) (online) Facultad de CC. Sociales y de la Comunicación Campus de Villaviciosa de Odón C/ Tajo, s/n. Urbanización El Bosque. Edificio E 28670 VIllaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es"
Ciencia Política y Gestión Pública,"de Grado en Ciencia Política y Administración Pública Universidad Autónoma de Madrid (Pública) Facultad de Derecho Campus de Cantoblanco C/ Kelsen, 1 28049 Madrid Tels.: 91 497 81 51 / 82 68 / 81 18 / 25 26 www.uam.es/oae/contacto informacion.derecho@uam.esDirecciones de los centros donde se imparte la de Grado en Ciencia Política y Gestión Pública Universidad Rey Juan Carlos (Pública) Facultad de Ciencias Jurídicas y Políticas Campus Madrid Paseo de los Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 78 00 / 91 488 79 27 / 28 www.urjc.es madrid.secretariaalumnos@urjc.es Facultad de Ciencias Jurídicas y Políticas Campus Fuenlabrada Camino de Molino, s/n 28943 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fuenlabrada.secretariadealumnos@urjc.es"
Ciencia Política y de la Administración,"de Grado en Ciencia Política y de la Administración Universidad Nacional de Educación a Distancia UNED (Pública) Facultad de Ciencias Políticas y Sociología C/ Del Obispo Trejo, 2 28040 Madrid Tels.: 91 398 89 58 / 94 35 / 70 40 / 70 54 www.uned.es infouned@adm.uned.es alumnos.poli@adm.uned.es"
Gestión y Administración Pública,Universidad Complutense de Madrid (Pública) Facultad de Ciencias Políticas y Sociología Campus Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 394 29 52 / 54 / 55 / 60 www.ucm.es inforoir@ucm.es secre.alumnos@cps.ucm.esGrado en Gestión y Administración Pública
Historia y Política,"Universidad Carlos III de Madrid (Pública) (bilingüe) Facultad de Humanidades, Comunicación y Documentación C/ Madrid, 126 28903 Getafe (Madrid) Tel.: 91 624 06 00 www.uc3m.es futuroestudiantes@uc3m.es"
Estudios Internacionales / Bachelor of European Studies (BAES),"de Grado en Relaciones Internacionales Universidad Alfonso X El Sabio (Privada) Facultad de Estudios Sociales y Lenguas Aplicadas Campus de Villanueva de la Cañada Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Antonio de Nebrija (Privada) Facultad de Derecho y de Relaciones Inter nacionales Campus MadridPrincesa C/ Santa Cruz de Marcenado, 27 28015 Madrid Tel.: 91 452 11 03 www.nebrija.com informa@nebrija.com Universidad Camilo José Cela (Privada) Facultad de Comunicación y Humanidades Campus Villafranca C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid) Tel.: 91 815 31 31 www.ucjc.edu info@ucjc.eduUniversidad Complutense de Madrid (Pública) Facultad de Ciencias Políticas y Sociología Campus Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 394 29 60 www.ucm.es inforoir@ucm.es Universidad Europea de Madrid (Privada) Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón C/ Tajo, s/n. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Facultad de Ciencias Sociales y de la Comunicación Campus Alcobendas C/ Fernando Alonso, 8 28108 Alcobendas (Madrid) Tel.: 91 211 50 10 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Internacional de la EmpresaUNIE (Privada) Campus Arapiles Facultad de CC. Sociales Aplicadas y de la Comunicación C/ Arapiles, 14. 28015 Madrid Tel.: 91 903 22 01 www.universidadunie.com admisiones.grado@universidadunie.com 13 Universidad Francisco de Vitoria (Privada) Facultad de Derecho, Empresa y Gobierno Ctra. PozueloMajadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es Centro de Estudios Superiores Instituto de Empresa. (Centro privado) adscrito a IE University (Privada) (en inglés) Facultad de Ciencias Humanas, Sociales y de Comunicación Paseo de la Castellana, 259 E. 28046 Madrid Tel.: 91 568 96 20 www.ie.edu.es university@ie.edu Universidad Pontificia Comillas (Privada) Facultad de Ciencias Humanas y Sociales C/ Universidad de Comillas, 35 Comillas Cantoblanco 28015 Madrid Tel.: 91 542 28 00 www.comillas.edu grado@comillas.eduUniversidad Rey Juan Carlos (Pública) (en inglés) Facultad de Ciencias Jurídicas y Políticas Campus Madrid Paseo de los Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 79 27 / 28 www.urjc.es fcjs.secretariaacademica@urjc.es Facultad de Ciencias Sociales y Políticas Campus de Fuenlabrada Camino del Molino, s/n 28943 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fuenlabrada.secretariadealumnos@urjc.es Facultad de Ciencias Jurídicas y Políticas Campus de Aranjuez Aulario Lucas Jordán C/ Lucas Jordán, s/n 28300 Aranjuez (Madrid) Tels.: 91 488 44 17 / 18 / 21 / 22 www.urjc.es aranjuez.secrealumnos@urjc.es 14 Direcciones de los centros donde se imparte la de Grado en Relaciones Internacionales y Unión Europea Universidad San Pablo CEU (Privada) Facultad de Derecho Campus Moncloa C/ Julián Romea, 23 28003 Madrid Tels.: 91 456 63 00 / 91 514 04 00 / 04 www.uspceu.com info.usp@ceu.es Direcciones de los centros donde se imparte la de Grado en Estudios Internacionales Universidad Carlos III de Madrid (Pública) (en inglés) Facultad de Ciencias Sociales y Jurídicas Campus de Getafe C/ Madrid, 126 28903 Getafe (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.esDirecciones de los centros donde se imparte la de Bachelor of European Studies (BAES). Grado conjunto otorgado por UCM, KUL, UNIBO y JU (Alianza Una Europa) Universidad Complutense de Madrid (Pública) (Semipresencial) Facultad de Ciencias Políticas y Sociología Campus Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 394 29 60 www.ucm.es inforoir@ucm.es ESIC Universidad (Privada) Camino de Valdenigrales, s/n 28224 Pozuelo de Alarcón (Madrid) Tel.: 91 452 41 00 www.esic.edu/university info.madrid@esic.edu"
Sociología,"Universidad Carlos III de Madrid (Pública) (español o bilingüe ) Facultad de Ciencias Sociales y Jurídicas Campus de Getafe C/ Madrid, 126 28903 Getafe (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Complutense de Madrid (Pública) Facultad de Ciencias Políticas y Sociología Campus Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tels.: 91 394 29 52 / 54 / 55 / 60 www.ucm.es inforoir@ucm.es secre.alumnos@cps.ucm.es Universidad Nacional de Educación a Distancia UNED (Pública) Facultad de Ciencias Políticas y Sociología C/ Del Obispo Trejo, 2 28040 Madrid Tels.: 91 398 89 58 / 94 35 / 70 40 / 70 54 www.uned.es alumos.soci@adm.uned.esUniversidad Europea de Madrid (Privada) Facultad de CC. Sociales y de la Comunicación Campus de Villaviciosa de Odón C/ Tajo, s/n. Urbanización El Bosque. Edificio E 28670 VIllaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es"
Comercio,"Universidad Complutense de Madrid (Pública) Facultad de Comercio y Turismo Campus Moncloa Avda. de Islas Filipinas, 3 28003 Madrid Tels.: 91 394 67 66 / 67 www.ucm.es alumnos.fct@ucm.es"
Marketing y Comunicación,"de Grado en Marketing / Bachelor in Marketing Universidad a Distancia de Madrid UDIMA (Privada) Facultad de Ciencias Económicas y Empresariales Ctra. de La Coruña, Km. 38,500 Vía de Servicio A6, 15 28400 Collado Villalba (Madrid) Tels.: 91 189 69 99 / 91 856 16 99 / 902 02 00 03 www.udima.es informa@udima.es ESIC Universidad (Privada) Camino de Valdenigrales, s/n 28224 Pozuelo de Alarcón (Madrid) Tel.: 91 452 41 00 www.esic.edu/university info.madrid@esic.edu Escuela Superior Empresarial Relaciones Públicas ESERP (Adscrita de titularidad privada a la Universidad Rey Juan Carlos) C/ Costa Rica, 9 28016 Madrid Tels.: 91 350 12 12 / 900 101 483 www.eserp.com info@eserp.comUniversidad Antonio de Nebrija (Privada) Facultad de Comunicación y Artes Campus MadridPrincesa C/ Santa Cruz de Marcenado, 27 28015 Madrid Tel.: 91 452 11 03 www.nebrija.com informa@nebrija.com Universidad Alfonso X El Sabio (Privada) Facultad de Estudios Sociales y Lenguas Aplicadas Campus de Villanueva de la Cañada Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Francisco de Vitoria (Privada) Facultad de Derecho, Empresa y Gobierno Ctra. PozueloMajadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tels.: 91 351 03 03 / 91 709 14 00 www.ufv.es info@ufv.es Universidad Rey Juan Carlos (Pública) (también en inglés) Facultad de Ciencias de la Economía y de la Empresa Campus Madrid Vicálvaro Paseo de los Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 79 27 / 28 / 91 488 78 00 www.urjc.es fcjs.secretariaacademica@urjc.es 5 Campus Fuenlabrada Facultad de Ciencias de la Economía y de la Empresa Camino de Molino, s/n 28943 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fcjs.secretariaacademica@urjc.es Facultad de Ciencias de la Economía y de la Empresa Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 488 70 26 / 91 661 74 35 www.urjc.es fcjs.secretariaacademica@urjc.es Facultad de Ciencias de la Economía y de la Empresa Campus de Aranjuez Aulario Lucas Jordán C/ Lucas Jordán, s/n 28300 Aranjuez (Madrid) Tels.: 91 488 44 17 / 18 / 21 / 22 www.urjc.es aranjuez.secretariadealumnos@urjc.es Universidad Europea de Madrid (Privada) Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón C/ Tajo, s/n. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@uem.esFacultad de CC. Sociales y de la Comunicación Campus Alcobendas Avda. de Fernando Alonso, 8 28108 Alcobendas (Madrid) Tel.: 91 211 50 10 www.universidadeuropea.es/madrid ads@universidadeuropea.es Centro de Educación Superior (CEDEU) (Adscrito de titularidad privada a la Universidad Rey Juan Carlos) C/ José Picón, 7 28028 Madrid Tel.: 91 725 44 39 www.cedeu.es info@cedeu.es Universidad San PabloCEU (Privada) Facultad de Ciencias Económicas y Empresariales Campus de Moncloa C/ Julián Romea, 23 28003 Madrid Tel.: 91 456 63 00 www.uspceu.com info.usp@ceu.es Universidad Internacional Villanueva (Privada) Facultad de Ciencias Sociales y Jurídicas C/ de la Costa Brava, 6 28034 Madrid Tel.: 91 734 04 13 www.villanueva.edu info@villanueva.edu Direcciones de los centros donde se imparte la de Grado en Marketing y Comunicación Universidad Internacional de la Empresa UNIE (Privada) Campus Arapiles Facultad de CC. Sociales Aplicadas y de la Comunicación C/ Arapiles, 14. 28015 Madrid Tel.: 91 903 22 01 www.universidadunie.com admisiones.grado@universidadunie.com"
CC. Jurídicas de las Administraciones Públicas,"Universidad Nacional de Educación a Distancia UNED (Pública) Facultad de Derecho Campus de Moncloa C/ Obispo Trejo, 2 28040 Madrid Tels.: 91 398 81 33 / 61 09 www.uned.es negociadosecretaria@der.uned.es"
Criminología,"Escuela Superior Empresarial Relaciones Públicas ESERP (Adscrita de titularidad privada a la Universidad Rey Juan Carlos) C/ Costa Rica, 9 28016 Madrid Tels.: 91 350 12 12 / 900 101 483 www.eserp.com info@eserp.com Universidad Complutense de Madrid (Pública) Facultad de Derecho Campus Moncloa Avda. Complutense, s/n Ciudad Universitaria 28040 Madrid Tel.: 91 394 54 28 www.ucm.es informacion@ucm.es gradocriminología@ucm.es Universidad a Distancia de Madrid UDIMA (Privada) Facultad de CC. Jurídicas Ctra. de La Coruña, Km. 38,500 Vía de Servicio A6 15 28400 Collado Villalba (Madrid) Tels.: 91 189 69 99 / 91 856 16 99 / 902 02 00 03 www.udima.es informa@udima.esUniversidad Internacional de la Empresa UNIE (Privada) (también online) Campus Arapiles Facultad de CC. Sociales Aplicadas y de la Comunicación C/ Arapiles, 14. 28015 Madrid Tel.: 91 903 22 01 www.universidadunie.com admisiones.grado@universidadunie.com Universidad Europea de Madrid (Privada) Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón C/ Tajo, s/n. Urbanización El Bosque Edificio E 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Facultad de Ciencias Sociales y de la Comunicación Campus Alcobendas C/ Fernando Alonso, 8 28108 Alcobendas (Madrid) Tel.: 91 211 50 10 www.universidadeuropea.es/madrid ads@universidadeuropea.es 5 Universidad Francisco de Vitoria (Privada) Facultad de de Derecho, Empresa y Gobierno Ctra. PozueloMajadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es Universidad Nacional de Educación a Distancia UNED (Pública) Facultad de Derecho Campus Moncloa C/ Obispo Trejo, 2 28040 Madrid Tels.: 91 398 81 33 / 61 09 www.uned.es negociadosecretaria@der.uned.esUniversidad Pontificia Comillas (Privada) Facultad de Ciencias Humanas y Sociales Comillas Cantoblanco C/ Universidad de Comillas, 3 28049 Madrid Tel.: 91 452 28 00 www.comillas.edu grado@comillas.edu Universidad Rey Juan Carlos (Pública) Facultad de Ciencias Jurídicas y Políticas Campus Madrid Paseo de los Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 79 27 / 28 www.urjc.es madrid.secretariaalumnos@urjc.es Facultad de Ciencias Jurídicas y Políticas Campus Alcorcón Avda. de Atenas, s/n 28922 Alcorcón (Madrid) Tels.: 91 488 89 17 / 91 488 88 00 www.urjc.es alcorcon.secretariadealumnos@urjc.es"
Seguridad,"de Grado en Criminología y Seguridad Universidad Camilo José Cela (Privada) Facultad de Comunicación y Humanidades Campus Villafranca C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid) Tel.: 91 815 31 31 www.ucjc.edu info@ucjc.eduDirecciones de los centros donde se imparte la de Grado en Ciencias Criminológicas y de la Seguridad Universidad San PabloCEU (Privada) Facultad de Derecho Campus Moncloa C/ Julián Romea, 23 28003 Madrid Tels.: 91 456 63 00 / 91 514 04 00 / 04 www.uspceu.com info.usp@ceu.es Direcciones de los centros donde se imparte la de Grado en Seguridad Universidad Antonio de Nebrija (Privada) Facultad de Derecho y de Relaciones Internacionales Campus Madrid Princesa C/ Santa Cruz de Marcenado, 27 28015 Madrid Tels: 91 452 11 01 / 900 321 322 www.nebrija.com informa@nebrija.com"
Derecho,"Real Centro Universitario Escorial Mª Cristina (Adscrito de titularidad privada a la Universidad Complutense de Madrid) Pº Alamillos, 2 28200 San Lorenzo de El Escorial (Madrid) Tel.: 91 890 45 45 www.rcumariacristina.com contacto@cumariacristina.com Centro de Estudios Superiores Instituto de Empresa. Centro privado adscrito a IE University (Privada) (en inglés) Facultad de Ciencias Humanas, Sociales y de Comunicación Paseo de la Castellana,259 E. 28046 Madrid Tel.: 91 568 96 20 www.ie.edu.es university@ie.edu Instituto Superior de Derecho y Economia ISDE (Adscrito de titularidad privada a la Universidad Complutense de Madrid) C/ Serrano, 208 28002 Madrid Tels.: 91 436 17 96 / 91 576 20 21 www.isdegrado.com coordinacion@isdegrado.comCentro de Educación Superior (CEDEU) (Adscrito de titularidad privada a la Universidad Rey Juan Carlos) (también semipresencial) C/ José Picón, 7 28028 Madrid Tel.: 91 725 44 39 www.cedeu.es info@cedeu.es Escuela Superior Empresarial Relaciones Públicas ESERP (Adscrita de titularidad privada a la Universidad Rey Juan Carlos) (también semipresencial) C/ Costa Rica, 9 28016 Madrid Tels.: 91 350 12 12 / 900 101 483 www.eserp.com info@eserp.com Universidad de Alcalá (Pública) Facultad de Derecho Campus Histórico C/ Libreros, 27 28801 Alcalá de Henares (Madrid) Tels.: 91 885 43 13 / 16 / 900 900 411 www.uah.es/facultadderecho ciu@uah.es secalum.derecho@uah.es Universidad Alfonso X El Sabio (Privada) Facultad de Estudios Sociales y Lenguas Aplicadas Campus de Villanueva de la Cañada Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es 10 Universidad Antonio de Nebrija (Privada) Facultad de Ciencias Sociales Campus MadridPrincesa C/ Santa Cruz de Marcenado, 27 28015 Madrid Tels.: 91 452 11 03 / 900 321 322 www.nebrija.com informa@nebrija.com Universidad Autónoma de Madrid (Pública) Facultad de Derecho Campus de Cantoblanco C/ Kelsen, 1 28049 (Madrid) Tels.: 91 497 81 51 / 82 68 / 81 18 / 25 26 www.uam.es www.uam.es/oae/contacto informacion.derecho@uam.es Universidad Carlos III de Madrid (Pública) Facultad de Ciencias Sociales y Jurídicas C/ Madrid, 126 28903 Getafe (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Facultad de Ciencias Sociales y Jurídicas Avda. Gregorio PecesBarba Martínez, 22 28270 Colmenarejo (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.esUniversidad Camilo José Cela (Privada) Facultad de Comunicación y Humanidades C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 VIllanueva de la Cañada (Madrid) Tel.: 91 815 31 31 www.ucjc.es info@ucjc.es Universidad Complutense de Madrid (Pública) Facultad de Derecho Campus de Moncloa Avda. Complutense, s/n 28040 Madrid Tels.: 91 394 54 31 / 28 www.ucm.es informacion@ucm.es gradoderecho@ucm.es Universidad Internacional Villanueva (Privada) Facultad de Ciencias Sociales y Jurídicas C/ de la Costa Brava, 6 28034 Madrid Tel.: 91 734 04 13 www.villanueva.edu info@villanueva.edu CES Cardenal Cisneros (Adscrito de titularidad privada a la Universidad Complutense de Madrid) C/ del General Díaz Porlier, 58 28006 Madrid Tels.: 91 309 61 20 / 91 402 89 81 www.cucisneros.es secretaria@universidadcisneros.es 11 CUNEF Universidad (Privada) Facultad de Empresa, Economía y Derecho C/ Pirineos, 55 28040 Madrid www.cunef.edu Tel.: 91 441 51 61 www.cunef.edu info@cunef.edu Instituto de Estudios Bursátiles (IEB) (Adscrito de titularidad privada a la Universidad Complutense de Madrid) C/ Alfonso XI, 6 28014 Madrid Tel.: 91 524 06 15 www.ieb.es info@ieb.es Universidad San Pablo CEU (Privada) Facultad de Derecho Campus de Moncloa C/ Julián Romea 23 28003 Madrid Tels.: 91 514 04 00 / 91 456 63 00 www.uspceu.com info.usp@ceu.es secretariamoncloa@ceu.es Universidad Europea de Madrid (Privada) Facultad de CC. Sociales y de la Comunicación Campus de Villaviciosa de Odón Campus Universitario – Edificio E C/Tajo, s/n. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@uem.esFacultad de CC. Sociales y de la Comunicación Campus Alcobendas Avda. de Fernando Alonso, 8 28108 Alcobendas (Madrid) Tel.: 91 211 50 10 www.madrid.universidadeuropea.es ads@universidadeuropea.es Universidad Francisco de Vitoria (Privada) Facultad de Derecho, Empresa y Gobierno Ctra. PozueloMajadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es Universidad a Distancia de Madrid UDIMA (Privada) Facultad de Ciencias Jurídicas Carretera de La Coruña, Km. 38,500 Via de Servicio, 15 28400 Collado Villalba (Madrid) Tels.: 91 189 69 99 / 91 856 16 99 / 902 02 00 03 www.udima.es informa@udima.es Universidad Nacional de Educación a Distancia UNED (Pública) Facultad de Derecho Campus Moncloa C/ Obispo Trejo, 2 28040 Madrid Tels.: 91 398 81 33 / 61 09 www.uned.es negociadosecretaria@der.uned.es 11 12 Universidad Pontificia Comillas ICADE (Privada) Facultad de Derecho C/ Alberto Aguilera, 23 28015 Madrid Tel.: 91 542 28 00 www.comillas.edu grado@comillas.edu Universidad Rey Juan Carlos (Pública) Facultad de Ciencias Jurídicas y Políticas Campus de Fuenlabrada Camino del Molino, s/n 28943 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fuenlabrada.secretariadealumnos@urjc.es Facultad de Ciencias Jurídicas y Políticas Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 488 70 26 / 91 664 74 35 www.urjc.es mostoles.secretariadealumnos@urjc.es Facultad de Ciencias Jurídicas y Políticas (también semipresencial) Campus Madrid Paseo Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 488 78 00 / 79 27 / 79 28 www.urjc.es madrid.secretariaalumnos@urjc.esCES Instituto de Ciencias Empresariales IMF (Adscrito de titularidad privada a la Universidad Camilo José Cela Centro de enseñanza online) C/ Costanilla de San Pedro, 2 28005 Madrid Tel.: 91 357 94 15 www.imfice.es info@imfice.es Centro de Educación Superior Centro de Estudios Garrigues (Adscrito de titularidad privada a la Universidad Europea de Madrid (Privada) Avda. de Fernando Alonso, 8 28108 Alcobendas (Madrid) Tel.: 91 514 53 30 Universidad Internacional de la Empresa UNIE (Privada) Campus Arapiles Facultad de CC. Sociales Aplicadas y de la Comunicación C/ Arapiles, 14. 28015 Madrid Tel.: 91 903 22 01 www.universidadunie.com admisiones.grado@universidadunie.com"
