nombre_grado,universidad,tipo,facultad,direccion,telefonos,webs,emails
Odontología,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón y Clinicas Universitarias,"Paseo Santa María de la Cabeza, 92 28045 Madrid",91 385 88 00 / 91 526 81 00 / 91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es | policlinica@universidadeuropea.es
Odontología,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Salud Campus Alcorcón,"Avda. de Atenas, s/n 28922 Alcorcón (Madrid)",91 488 89 17 / 91 488 93 93,www.urjc.es,alcorcon.secretariadealumnos@urjc.es
Odontología,Universidad San PabloCEU,Privada,Facultad de Medicina Campus de Montepríncipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 47 00,www.uspceu.com,info.usp@ceu.es
Óptica y Optometría,Universidad Complutense de Madrid,Pública,Facultad de Óptica y Optometría,"Avda. Arcos de Jalón, 118 28037 Madrid",91 394 68 76,www.ucm.es,infopt@ucm.es
Óptica y Optometría,Universidad San PabloCEU,Privada,Facultad de Farmacia Campus Montepríncipe Ctra,,91 372 47 00,www.uspceu.com,info.usp@ceu.es
Psicología,Universidad Alfonso X El Sabio,Privada,Facultad de Ciencias de la Salud Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es
Psicología,Universidad Antonio de Nebrija,Privada,Facultad de CC,C/ del Hostal s/n 28240 Hoyo de Manzanares (Madrid),91 452 11 01,www.nebrija.com,informa@nebrija.es
Psicología,Universidad Autónoma de Madrid,Pública,Facultad de Psicología Campus Cantoblanco,"C/ Iván P . Paulov, 6 28049 Madrid",91 497 40 46,www.uam.es,secretariagrado.psicologia@uam.es
Psicología,Universidad Complutense de Madrid,Pública,Facultad de Psicología Campus Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tel,,91 394 31 78,www.ucm.es,conpsi@ucm.es
Psicología,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón,"C/ Tajo s/n, Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es
Psicología,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón,C/ Fernando Alonso nº8 28108 Alcobendas (Madrid),91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es
Psicología,Universidad Francisco de Vitoria,Privada,Facultad de Educación y Psicología Ctra,,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es
Psicología,Universidad Internacional Villanueva,Privada,Facultad de Ciencias de la Salud,C/ Costa Brava 2 y 6 28034 Madrid,91 734 04 13,www.villanueva.edu,info@villanueva.edu
Psicología,Universidad Pontificia Comillas,Privada,Facultad de Ciencias Humanas y Sociales,"C/ Universidad de Comillas, 3 5 28049 Madrid",91 734 39 50,www.comillas.edu,grado@comillas.edu
Psicología,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Salud Campus Alcorcón,"Avda. de Atenas, s/n 28922 Alcorcón (Madrid)",91 488 89 17 / 91 488 93 93,www.urjc.es,alcorcon.secretariadealumnos@urjc.es
Psicología,Universidad San PabloCEU,Privada,Facultad de Medicina Campus Montepríncipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 47 00,www.uspceu.com,info.usp@ceu.es
Psicología,Universidad a Distancia de Madrid UDIMA,Privada,Facultad Ciencias de la Salud y de la Educación Ctra,,902 02 00 03 / 91 189 69 99 / 91 856 16 99,www.udima.es,informa@udima.es
Psicología,Universidad Nacional de Educación a Distancia UNED,Pública,Facultad de Psicología Campus de Ciudad Universitaria,"C/ Juan del Rosal, 10 Ciudad Universitaria 28040 Madrid",91 398 62 11,www.uned.es,infouned@adm.uned.es
Psicología,Universidad Internacional de la Em presa UNIE,Privada,Facultad de CC,"C/ Arapiles, 14. 28015 Madrid",91 903 22 01,www.universidadunie.com,admisiones.grado@universidadunie.com
Terapia Ocupacional,Universidad Complutense de Madrid,Pública,Facultad de Medicina Campus de Ciudad Universitaria,"Pza. Ramón y Cajal, s/n 28040 Madrid",91 394 13 01,www.ucm.es,decmed@ucm.es | secre.alumnos@med.ucm.es
Terapia Ocupacional,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Salud Campus de Alcorcón,"Avda. de Atenas, s/n 28922 Alcorcón (Madrid)",91 488 89 17 / 91 488 93 93,www.urjc.es,alcorcon.secretariadealumnos@urjc.es
Veterinaria,Universidad Alfonso X El Sabio,Privada,Facultad de Veterinaria Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es
Veterinaria,Universidad Complutense de Madrid,Pública,Facultad de Veterinaria Campus de Ciudad Universitaria,"Avda. Puerta de Hierro, s/n Ciudad Universitaria 28040 Madrid",91 394 38 76,www.ucm.es,gervet@ucm.es
Veterinaria,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón,"C/ Tajo, s/n Edificio A Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universuem.es
Arquitectura,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es
Arquitectura,Universidad Francisco de Vitoria,Privada,Escuela Politécnica Superior Ctra,,91 351 03 03,www.ufv.es,info@ufv.es
Arquitectura,Universidad San PabloCEU,Privada,Escuela Politécnica Superior Campus de Montepríncipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 40 35,www.uspceu.com,info.usp@ceu.es
Fundamentos de Arquitectura y Urbanismo,Universidad Antonio de Nebrija,Privada,Escuela Politécnica Superior Campus de la Dehesa de la Villa,"C/ Pirineos, 55 28040 Madrid",91 452 11 00,www.nebrija.com,informa@nebrija.es
Fundamentos de Arquitectura y Urbanismo,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es
Fundamentos de Arquitectura y Urbanismo,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Arquitectura Campus Ciudad Universitaria,"Avda. Juan Herrera, 4 28040 Madrid",91 067 47 24,www.etsamadrid.upm.es,secretaria.arquitectura@upm.es
Fundamentos de Arquitectura y Urbanismo,Universidad Rey Juan Carlos,Pública,Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada,"Camino del Molino, s/n 28943 Fuenlabrada (Madrid)",91 488 84 01 / 91 488 93 93,www.urjc.es,secretariaacademica@urjc.es
Fundamentos de Arquitectura y Urbanismo,Universidad de Alcalá,Pública,Escuela de Arquitectura Campus Histórico,"C/ Santa Úrsula, 8 28801 Alcalá de Henares (Madrid)",91 883 92 56,www.arquitectura.uah.es,e.arquitectura@uah.es
Arquitectura Técnica y Edificación,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Arquitectura Campus Ciudad Universitaria,"Avda. Juan Herrera, 6 28040 Madrid",91 067 00 05 / 91 336 65 01,www.aq.upm.es,acceso.universidad@upm.es
Arquitectura Técnica y Edificación,Universidad de Alcalá,Pública,Escuela de Arquitectura Campus Guadalajara Edificio Multidepartamental,"C/ Cifuentes, 28 19003 Guadalajara",949 20 96 33,www.arquitectura.uah.es,direccioneuat.guada@uah.es
Diseño de Interiores,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es
Arquitectura Naval,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros Navales Campus Ciudad Universitaria,"Avda. de la Memoria, 4 28040 Madrid",91 067 61 00,www.etsin.upm.es,acceso.universidad@upm.es | informacionyservicios.navales@upm.es
Ingeniería Marítima,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros Navales Campus Ciudad Universitaria,"Avda. de la Memoria, 4 28040 Madrid",91 067 61 00,www.etsin.upm.es,acceso.universidad@upm.es | informacionyservicios.navales@upm.es
Ingeniería Física,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es
Ingeniería Geomática,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía Campus Sur","C/ Mercator, 2 28031 Madrid",91 067 38 24,www.topografia.upm.es,informacion.academica@upm.es
Ingeniería de las Tecnologías de la Información Geoespacial,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía Campus Sur","C/ Mercator, 2 28031 Madrid",91 067 38 24,www.topografia.upm.es,informacion.academica@upm.es
Ingeniería de las Tecnologías de la Información Geoespacial,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es
Ingeniería de las Tecnologías de la Información Geoespacial,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es
Ingeniería de las Tecnologías de la Información Geoespacial,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio Campus Ciudad Universitaria,"Pza. del Cardenal Cisneros, 3 28040 Madrid",91 067 55 34,www.etsiae.upm.es,info.aeroespacial@upm.es
Ingeniería de las Tecnologías de la Información Geoespacial,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es
Ingeniería de las Tecnologías de la Información Geoespacial,Universidad Rey Juan Carlos,Pública,Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada,"Camino del Molino, 5 28942 Fuenlabrada (Madrid)",91 488 72 21,www.urjc.es/etsit,etsit.director@urjc.es
Gestión y Operaciones del Transporte Aéreo,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio Campus Ciudad Universitaria,"Pza. del Cardenal Cisneros, 3 28040 Madrid",91 067 55 34,www.etsiae.upm.es,info.aeroespacial@upm.es
Ingeniería en Tecnologías Aeroespaciales,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio Campus Ciudad Universitaria,"Pza. del Cardenal Cisneros, 3 28040 Madrid",91 067 55 34,www.etsiae.upm.es,info.aeroespacial@upm.es
Ingeniería Agrícola,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria","Avda. Puerta de Hierro, 24 28040 Madrid",91 067 07 24,www.etsiaab.upm.es,secretaria.alumnos.estsiaab@upm.es
Ingeniería Agroambiental,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria","Avda. Puerta de Hierro, 24 28040 Madrid",91 067 07 24,www.etsiaab.upm.es,secretaria.alumnos.estsiaab@upm.es
Ingeniería Alimentaria,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria","Avda. Puerta de Hierro, 24 28040 Madrid",91 067 07 24,www.etsiaab.upm.es,secretaria.alumnos.estsiaab@upm.es
Ingeniería Forestal,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria","C/ Jose Antonio Novais, 10 28040 Madrid",91 067 14 24,www.montesymedionatural.upm.es,info.alumnadom.montes@upm.es
Ingeniería del Medio Natural,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria","C/ José Antonio Novais, 10 28040 Madrid",91 067 14 24,www.montesymedionatural.upm.es,info.alumnadof.montes@upm.esGrado
Ingeniería Ambiental,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 665 50 61,www.urjc.es,escet.estudiantes@urjc.es
Ingeniería Química,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Edificio de Ingeniería Química Campus de Cantoblanco,"C/ Marx, 10 28049 Madrid",91 497 35 18,www.uam.es,informacion.ciencias@uam.es
Ingeniería Química,Universidad Complutense de Madrid,Pública,Facultad de Ciencias Químicas Campus Ciudad Universitaria,Pza. de las Ciencias 28040 Madrid,91 394 43 47,www.quimicas.ucm.es | www.ucm.es,
Ingeniería Química,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros Industriales Campus Madrid Ciudad,"C/ José Gutiérrez Abascal, 2 28006 Madrid",91 067 67 24 / 91 067 74 24,www.etsidi.upm.es | www.etsii.upm.es,secretaria.etsidi@upm.es | secretaria.industrial@upm.es
Ingeniería Química,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 665 50 61,www.urjc.es,escet.estudiantes@urjc.es
Ingeniería Química,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria","C/ Jose Antonio Novais, 10 28040 Madrid",91 067 14 24 / 91 067 15 10,www.montesymedionatural.upm.es,info.alumnadom.montes@upm.es
Ingeniería Biomédica,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es
Ingeniería Biomédica,Universidad Antonio de Nebrija,Privada,Facultad de CC,C/ del Hostal s/n 28240 Hoyo de Manzanares (Madrid),91 452 11 01,www.nebrija.com,informa@nebrija.es
Ingeniería Biomédica,Universidad Autónoma de Madrid,Pública,Escuela Politécnica Superior Campus de Cantoblanco,"C/ Francisco Tomás y Valiente, 11 28049 Madrid",91 497 22 23,www.uam.es,informacion.eps@uam.es
Ingeniería Biomédica,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es
Ingeniería Biomédica,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es
Ingeniería Biomédica,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias Experimentales Ctra,,91 351 03 03,www.ufv.es,info@ufv.es
Ingeniería Biomédica,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Ciudad Universitaria,"Avda. Complutense, 30 28040 Madrid",91 067 19 00,www.etsit.upm.es,secretaria.alumnos@etsit.upm.es
Ingeniería Biomédica,Universidad Rey Juan Carlos,Pública,Escuela de Ingeniería de Fuenlabrada Campus de Alcorcón (también en inglés),"Avda. de Atenas, s/n 28922 Alcorcón (Madrid)",91 488 89 17,www.urjc.es,alcorcon.secretariadealumnos@urjc.es
Ingeniería Biomédica,Universidad San PabloCEU,Privada,Escuela Politécnica Superior Campus Montepríncipe,Urb. Monteprincipe 28925 Alcorcón (Madrid),91 372 47 00,www.ucpceu.es,secretariamonteprincipe@ceu.es
Ingeniería Biomédica,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria","Avda. Puerta de Hierro, 24 28040 Madrid",91 067 07 24,www.etsiaab.upm.es,
Ingeniería Civil en Construcciones Civiles,,,,,,,
Ingeniería Civil en Construcciones Civiles,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es
Ingeniería Civil en Construcciones Civiles,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es
Ingeniería Civil y Territorial,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de,"Caminos, Canales y Puertos Campus Ciudad Universitaria C/ Profesor Aranguren, 3 28040 Madrid",91 067 40 00 / 91 067 40 24 / 91 067 45 34,www.caminos.upm.es,acceso.universidad@upm.es
Ingeniería Civil y Territorial,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de,caminos.upm.es acceso.universidad,91 067 40 00 / 91 067 40 24 / 91 067 45 34,www.caminos.upm.es,acceso.universidad@upm.es
Ingeniería Civil y Territorial,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de,"Caminos, Canales y Puertos Campus Retiro C/ Alfonso XII, 3 y 5 28014 Madrid 91 067 45 34",91 067 40 00 / 91 067 40 24 / 91 067 45 34,www.caminos.upm.es,acceso.universidad@upm.es
Transporte y Logística,Universidad Camilo José Cela,Privada,Facultad de Tecnología y Ciencia Campus de Almagro,"C/ Almagro, 5 28010 Madrid",91 298 01 23 / 91 815 31 31,www.ucjc.edu,info@ucjc.edu
Ingeniería en Diseño Industrial y Desarrollo de Producto,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es
Ingeniería en Diseño Industrial y Desarrollo de Producto,Universidad Antonio de Nebrija,Privada,Escuela Politécnica Superior Campus MadridPrincesa,"C/ Serrano Jover, 2 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com
Ingeniería en Diseño Industrial y Desarrollo de Producto,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels",,91 067 74 24,www.etsidi.upm.es,secretaria.estsidi@upm.es
Ingeniería en Organización Industrial,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros Industriales Campus Madrid Ciudad,"C/ José Gutierrez Abascal, 2 28006 Madrid",91 067 67 24,www.etsii.upm.es,secretaria.industriales@upm.es
Ingeniería en Organización Industrial,Universidad a Distancia de Madrid UDIMA,Privada,Escuela de Ciencias Técnicas e Ingeniería Ctra,,902 02 00 03 / 91 189 69 99,www.udima.es,informa@udima.es
Ingeniería en Organización Industrial,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 488 73 69 / 91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es
Ingeniería en Organización Industrial,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles,"Paseo de Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 73 69 / 91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es
Ingeniería en Organización Industrial,Universidad Antonio de Nebrija,Privada,Escuela Politécnica Superior Campus MadridPrincesa,"C/ Serrano Jover, 2 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com
Ingeniería Eléctrica,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es
Ingeniería Eléctrica,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Industriales,"C/ Juan del Rosal, 12 28040 Madrid",91 398 64 04,www.uned.es,negelectricidad@iud.uned.es
Ingeniería Eléctrica,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels",,91 067 74 24,www.etsidi.upm.es,secretaria.etsidi@upm.es
Ingeniería en Electrónica y Automática Industrial,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es
Ingeniería en Electrónica y Automática Industrial,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es
Ingeniería en Electrónica y Automática Industrial,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Industriales,"C/ Juan del Rosal, 12 28040 Madrid",91 398 64 06,www.uned.es,negelectronica@ind.uned.es
Ingeniería en Electrónica y Automática Industrial,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels",,91 067 74 24,www.etsidi.upm.es,secretaria.etsidi@upm.es
Ingeniería en Electrónica y Automática Industrial,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es
Ingeniería en Electrónica y Automática Industrial,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus CientíficoTecnológico,"Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid)",91 885 65 18,www.uah.es/escuelapolitecnica,secalum.politecnica@uah.es
Ingeniería Mecánica,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es
Ingeniería Mecánica,Universidad Antonio de Nebrija,Privada,Escuela Politécnica Superior Campus MadridPrincesa,"C/ Serrano Jover, 2 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com
Ingeniería Mecánica,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es
Ingeniería Mecánica,Universidad Francisco de Vitoria,Privada,Escuela Politécnica Superior Ctra,,91 351 03 03,www.ufv.es,info@ufv.es
Ingeniería Mecánica,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Industriales,"C/ Juan del Rosal, 12 28040 Madrid",91 398 64 08 / 91 398 81 05,www.uned.es,negmecanica@ind.uned.es
Ingeniería Mecánica,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tel",,91 336 76 99,www.etsidi.upm.es,informacion.academica@upm.es
Ingeniería Mecánica,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es
Ingeniería en Industria Conectada,Universidad Francisco de Vitoria,Privada,Escuela Politécnica Superior Ctra,,91 351 03 03,www.ufv.es,info@ufv.es
Ingeniería en Sistemas Industriales,,,,,,,
Ingeniería en Sistemas Industriales,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,
Ingeniería en Sistemas Industriales,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@uem.esEl
Ingeniería en Sistemas Industriales,Universidad Francisco de Vitoria,Privada,Escuela Politécnica Superior Ctra,,91 351 03 03,www.ufv.es,info@ufv.es
Ingeniería en Tecnologías Industriales,Universidad de Alcalá,Pública,Escuela Politécnica Superior Campus CientíficoTecnológico,"Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid)",91 885 65 18,www.uah.es/escuelapolitecnica,secalum.politecnica@uah.es
Ingeniería en Tecnologías Industriales,Universidad Antonio de Nebrija,Privada,Escuela Politécnica Superior Campus MadridPrincesa,"C/ Serrano Jover, 2 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com
Ingeniería en Tecnologías Industriales,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es
Ingeniería en Tecnologías Industriales,Universidad Nacional de Educación a Distancia UNED,Pública,Escuela Técnica Superior de Ingenieros Industriales,"C/ Juan del Rosal, 12 28040 Madrid",,www.uned.es,negociado_alumnos@ind.uned.es
Ingeniería en Tecnologías Industriales,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros Industriales Campus Madrid Ciudad,"C/ José Gutierrez Abascal, 2 28006 Madrid",91 067 67 24,www.etsii.upm.es,secretaria.industriales@upm.es
Ingeniería en Tecnologías Industriales,Universidad Pontificia Comillas ICAIICADE,Privada,Escuela Técnica Superior de Ingeniería (ICAI),"C/ Alberto Aguilera, 25 28015 Madrid",91 542 28 00,www.comillas.edu,grado@comillas.edu
Ingeniería en Tecnologías Industriales,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18 / 91 665 50 61,www.urjc.es,escet.director@urjc.es
Ingeniería de la Energía,Universidad Carlos III de Madrid,Pública,Escuela Politécnica Superior Campus Leganés,"Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es
Ingeniería de la Energía,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad,"C/ Ríos Rosas, 21 28003 Madrid",91 067 66 02 / 91 067 67 24,www.etsii.upm.es | www.minasyenergia.upm.es,gia@upm.esEscuela | secretaria.industriales@upm.es
Ingeniería de la Energía,Universidad Politécnica de Madrid,Pública,Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad,"C/ José Gutiérrez Abascal, 2 28006 Madrid",91 067 66 02 / 91 067 67 24,www.etsii.upm.es | www.minasyenergia.upm.es,gia@upm.esEscuela | secretaria.industriales@upm.es
